Code Value,Language,Endangerment Level,Number of Speakers,Region,Latitude,Longitude
urm,Urapmin,Endangered ,370,Pacific,-5.09, 141.54
ura,Urarina,Threatened ,2000,South America,-4.5,-75.5
urt,Urat,Threatened ,6280,Pacific,-3.60, 142.79
urim,Urim,Threatened ,2538,Pacific,-3.60, 142.79
urx,Urimo,Endangered ,835,Pacific,-3.86, 143.70
08g,Urmia Northeastern Neo-Aramaic,Vulnerable ,20560,Near East,37.3319, 45.0421
urc,Urningangga,Severely Endangered ,10,Australia,-13.036453,133.380356
ure,Uru,Dormant ,0,South America,-16.75,-69.0
urn,Uruangnirin,Endangered ,400,Southeast Asia,-3.45, 132.75
urv,Uruava,Dormant ,,Pacific,-6.225209, 155.573703
uks,Urubú-Kaapor Sign Language,Critically Endangered ,7,South America,-2.54, -46.42
urz,Uruewawau,Endangered ,183,South America,-11.6852,-63.6547
ugy,Uruguayan Sign Language,Threatened ,7000,South America,-34.60, -56.45
uum,Urum,Endangered ,,Caucasus;Europe;East Asia,47.1166666667,37.55
ush,Ushojo,Threatened ,1000,South Asia,35.081912, 72.666050
usp,Uspanteko,Threatened ,1231,"Mexico, Central America, Caribbean",15.3475,-90.8684
ute,Ute,Endangered ,,North America,37.6818,-113.088
usu,Uya,Endangered ,270,Pacific,-5.2851,145.4974
auz,Uzbeki Spoken Arabic,Endangered ,700,Near East,38.833333, 66.083333
piv,Vaeakau-Taumako,Vulnerable ,1662,Pacific,-10.187460, 166.300435
vaf,Vafsi,Vulnerable ,,Near East,34.6666666667,49.9166666667
vap,Vaiphei,Vulnerable ,39673,South Asia,24.14, 93.72
vlp,Valpei,Endangered ,300,Pacific,-14.883, 166.577
mkt,Vamale,Endangered ,150,Pacific,-20.9665,164.7866
vam,Vanimo,Vulnerable ,1660,Pacific,-2.69, 141.26
vnk,Vano,Critically Endangered ,5,Pacific,-11.6286,166.8383
alm,Varavara,Endangered ,100,Pacific,-15.4933, 166.9846
ved,Veddah,Dormant ,0,South Asia,7.0,81.0
val,Vehes,Severely Endangered ,70,Pacific,-6.9427,146.9311
vsl,Venezuelan Sign Language,,Noestimateavailable,South America,10.33, -66.77
vep,Veps,Severely Endangered ,3613,Caucasus;Europe;East Asia,60.0,35.0
vra,Vera'a,Endangered ,275,Pacific,-13.813097,167.423783
vid,Vidunda,Threatened ,10000,Africa,-6.8664, 37.304
vil,Vilela,Dormant ,0,South America,-26.9808,-59.6777
"zad, zav, zpu, zpq, ztc, zat",Villalta,,,"Mexico, Central America, Caribbean",,
vnm,Vinmavis,Endangered ,500,Pacific,,
vin,Vinza,Vulnerable ,10000,Africa,,
vis,Vishavan,Endangered ,,South Asia,10.18, 76.76
08e,Vivaro-Alpine,Endangered ,200000,Europe,,
,Vivti,Critically Endangered ,5,Pacific,-16.250234,167.531217
rmy,Vlax Romani,At risk ,885970,Europe;Caucasus;East Asia,47.0,21.5
mlv,Volow,Critically Endangered ,1,Pacific,-13.65, 167.713
vro,Võro,Vulnerable ,,Europe,57.8096, 27.29
vot,Votic,Critically Endangered ,10,Caucasus;Europe;East Asia,59.5,30.0
,Vovo,Endangered ,475,Pacific,-15.898421,167.202132
vum,Vumbu,Endangered ,SeveralHundred,Africa,-1.8783, 10.816
vnp,Vunapu,Endangered ,380,Pacific,-14.834, 166.741
msn,Vurës,Threatened ,1050,Pacific,-13.874,167.5415
wbm,Wa,At risk ,,Southeast Asia;East Asia,22.662531,99.567372
wny,Waanyi,Critically Endangered ,1,Australia,-18.0640749,137.2943933
wab,Wab,Endangered ,120,Pacific,-5.6296,146.39
xwd,Wadi-Wadi,Dormant ,0,Australia,,
wdu,Wadjigu,Critically Endangered ,1,Australia,-24.050281,146.628894
wrx,Wae Rana,Threatened ,3000,Southeast Asia,,
waq,Wagiman,Severely Endangered ,50,Australia,-14.18804631,131.6147964
whk,Wahau Kenya,Threatened ,8000,Southeast Asia,1.584936,116.646503
wbk,Waigali,Threatened ,1500,Near East,35.0,71.25
wlr,Wailapa,Endangered ,100,Pacific,-15.555683,166.921161
wmh,Waima'a,Threatened ,3000,Pacific,-8.4995,126.3372
atr,Waimirí-Atroarí,Threatened ,1120,South America,-1.0985,-60.8203
waw,Waiwai,Threatened ,3154,South America,1.0,-59.0
wbv,Wajarri,Severely Endangered ,50,Australia,-27.017537,116.147032
xwj,Wajuk,Dormant ,0,Australia,,
"wkw, wur",Waka-Waka,Critically Endangered ,3,Australia,-20.026536,138.010119
wga,Wakaya,Severely Endangered ,10,Australia,-20.3211411,137.4609852
wbl,Wakhi,Vulnerable ,37570,South Asia;Near East;East Asia,37.1603,74.9047
wll,Wali,Threatened ,9000,Africa,11.9372, 29.3005
wla,Walio,Endangered ,200,Pacific,-4.43658, 142.1783
wln,Walloon,Threatened ,,Europe,50.4575,4.8559
wmt,Walmajarri,Endangered ,860,Australia,-19.85264618,125.5392489
van,Walman,Severely Endangered ,1740,Pacific,-3.25, 142.50
ola,Walungge,Threatened ,,South Asia,27.6831,87.8256
wmc,Wamas,Endangered ,220,Pacific,-4.98, 145.54
wmb,Wambaya,Critically Endangered ,3,Australia,-16.31666942,135.2617924
wme,Wambule,Vulnerable ,15000,South Asia,29.25,85.9166666667
cou,Wamey,Vulnerable ,10000,Africa,12.5, -13.25
wam,Wampanoag,Awakening ,,North America,,
gvc,Wanano,Threatened ,,South America,0.833333333333,-69.5
nnp,Wancho Naga,Vulnerable ,,South Asia,26.9759,95.4656
wbh,Wanda,Vulnerable ,42810,Africa,-8.312830, 32.297955
wnm,Wanggamala,Critically Endangered ,1,Australia,-24.165636,136.873036
wgg,Wangganguru,Critically Endangered ,2,Australia,-26.4041,136.878528
1kc,Wangkajunga,Severely Endangered ,20,Australia,-20.26867763,126.5343409
xwk,Wangkumara,Awakening ,,Australia,-27.10148693,143.1961902
wno,Wano,Threatened ,7000,Southeast Asia,-3.5463,137.9058
wnc,Wantoat,Threatened ,8200,Pacific,-6.16666666667,146.5
wnk,Wanukaka,Endangered ,14000,Southeast Asia,-9.744249, 119.4104
auc,Waorani,Threatened ,1616,South America,-1.0,-76.5
juk,Wapan,At risk ,100000,Africa,8, 9
juw,Wãpha,Threatened ,1610,Africa,9.130,9.923
wap,Wapixana,Vulnerable ,10900,South America,2.66666666667,-60.0
wao,Wappo,Awakening ,,North America,38.5,-122.5
wbf,Wara,Threatened ,4500,Africa,,
wba,Warao,Vulnerable ,,South America,9.33333333333,-61.6666666667
wra,Warapu,Endangered ,afewhundred,Pacific,-3.08333333333,142.083333333
wrr,Wardaman,Severely Endangered ,30,Australia,-14.465267,132.246841
wxw,Wardandi,Awakening ,,Australia,-33.92108581,115.2692864
wsa,Warembori,Endangered ,600,Southeast Asia,-1.535102, 137.906028
wai,Wares,Endangered ,200,Southeast Asia,,
pav,Wari',Threatened ,2381,South America,-11.3333333333,-65.0
wrs,Waris,Threatened ,4400,Southeast Asia;Pacific,-3.14, 140.93
wbe,Waritai,Endangered ,150,Southeast Asia,-3.2173,138.4497
wji,Warji,Vulnerable ,77700,Africa,,
bgv,Warkay-Bipim,Endangered ,,Southeast Asia,-5.77,138.64
wrl,Warlmanpa,Severely Endangered ,36,Australia,-18.979026,134.293442
wbp,Warlpiri,Threatened ,,Australia,,
wrb,Warluwarra,Critically Endangered ,3,Australia,-22.29484937,138.5359391
wrn,Warnang,Threatened ,1100,Africa,10.6538, 30.6298
wnd,Warndarrang,Dormant ,0,Australia,-14.9, 134.95
wbt,Warnman,Severely Endangered ,30,Australia,-22.00041801,124.0387199
wrz,Warray,Critically Endangered ,4,Australia,-13.62902944,131.8232754
wgy,Warrgamay,Critically Endangered ,3,Australia,-18.4,145.877
wri,Warriyangga,Dormant ,0,Australia,-24.62742781, 117.8773554
gjm,Warrnambool,Dormant ,0,Australia,-38.345,142.4608
wwr,Warrwa,Critically Endangered ,2,Australia,-17.2069978,124.2149579
wru,Waru,Endangered ,350,Southeast Asia,-3.4393,121.9921
wrm,Warumungu,Severely Endangered ,50,Australia,-19.08616819,134.5462824
wac,Wasco-Wishram,Dormant ,Ø,North America,44.2708,-121.2871
was,Washo,Severely Endangered ,,North America,38.9226,-119.7256
wtk,Watakataui,Endangered ,160,Pacific,-4.59, 143.00
wax,Watam,Threatened ,1086,Pacific,-4.03, 144.58
wth,Wathawurrung,Awakening ,,Australia,-37.68777565,144.1013148
noa,Waunana,Threatened ,,"South America;Mexico, Central America, Caribbean",4.0,-77.0
wau,Waurá,Endangered ,410,South America,-13.0,-53.0
www,Wawa,Threatened ,2500,Africa,,
oym,Wayampí,Threatened ,1655,South America,1.0,-52.0
way,Wayana,Threatened ,1738,South America,3.25,-54.1666666667
wyr,Wayoró,Critically Endangered ,5,South America,-12.0178,-64.7534
vay,Wayu,Endangered ,1520,South Asia,27.25,86.0
klh,Weliki,Endangered ,200,Pacific,-5.99, 147.14
cym,Welsh,Vulnerable ,562016inWales,Europe;South America,53.14,-4.27
xww,Wemba-Wemba,Awakening ,,Australia,-36.79503148,145.3852416
weg,Wergaia,Critically Endangered ,5,Australia,,
kvw,Wersing,Vulnerable ,,Southeast Asia,-8.350974, 124.998557
fry,West Frisian,At risk ,,Europe,53.219359, 5.786210
txn,West Tarangan,Vulnerable ,8000,Southeast Asia,-6.573, 134.147
abe,Western Abenaki,Critically Endangered ,10,North America,44.0,-72.25
"mce, mdv, meh, mib, mie, mig, mpm, mvg, xti, xtj, xtl, xtm, xtn, xtt ",Western Alta Mixtec,Vulnerable ,61530,"Mexico, Central America, Caribbean",17.12, -97.55
apw,Western Apache,Threatened ,14000,North America,33.2563,-110.4637
are,Western Arrarnte,Threatened ,1500,Australia,-22.97968655,132.4794151
,Western Baja Mixtec,,,"Mexico, Central America, Caribbean",17.63, -98.22
brv,Western Bru,Vulnerable ,20000,Southeast Asia,16.75,104.75
mbb,Western Bukidnon Manobo,Vulnerable ,19000,Southeast Asia,7.66666666667,124.75
bxr,Western Buryat,Endangered ,50000,Caucasus;Europe;East Asia,50.8336,109.5117
cso,Western Chinantec,Threatened ,3590,"Mexico, Central America, Caribbean",17.841525,-96.663315
gvr,Western Gurung,Threatened ,325000,South Asia,28.3333333333,84.3333333333
ctp,Western Highland Chatino,Vulnerable ,12000,"Mexico, Central America, Caribbean",16.25,-97.25
nhw,Western Huasteca Nahuatl,At risk ,400000,"Mexico, Central America, Caribbean",22.0,-99.0
1od,Western Mansi,Dormant ,0,Caucasus;Europe;East Asia,61.1432,62.4023
mrj,Western Mari,Vulnerable ,50000,Caucasus;Europe;East Asia,57.0,58.0
raf,Western Mewahang,Threatened ,4650,South Asia,27.5441,87.1401
amw,Western Neo-Aramaic,Endangered ,,Near East,33.5039, 36.3248
lev,Western Pantar,Vulnerable ,10804,Southeast Asia,-8.450514, 124.054522
yih,Western Yiddish,Threatened ,5400,Europe;Near East,51.670511, 12.744141
wew,Weyewa,At risk ,240000,Southeast Asia,-9.552, 119.165955
giw,White Gelao,Severely Endangered ,6000includingalltheGelaolanguages,Southeast Asia;East Asia,26.212, 105.478
lwh,White Lachi,Dormant ,0,Southeast Asia,22.818, 104.571
wii,Wiaki,Critically Endangered ,100,Pacific,-3.55974,142.4135
tua,Wiarumus,Severely Endangered ,460,Pacific,-3.61529, 143.7268
"mzh, wlv, mtp",Wichí,Vulnerable ,30560,South America,-22.5, -62.5833333333
wic,Wichita,Dormant ,0,North America,35.0647,-98.2788
wie,Wik-Epa,Critically Endangered ,3,Australia,-13.57825,141.720753
wij,Wik-Iiyanh,Severely Endangered ,40,Australia,-14.768206,142.717761
wif,Wik-Keyangan,Critically Endangered ,3,Australia,-13.616014,141.739978
wih,Wik-Me'anha,Severely Endangered ,12,Australia,-13.532244,142.033864
wim,Wik-Mungkan,Threatened ,1060,Australia,-22.48008965,128.9740522
wig,Wik-Ngathana,Endangered ,,Australia,-13.754717,142.173939
wik,Wik-Ngatharr,Severely Endangered ,86,Australia,-14.192111,141.771564
wil,Wilawila,Critically Endangered ,2,Australia,-15.98488583,126.5727527
win,Winnebago,Endangered ,250,North America,42.2475,-96.4722
wnw,Wintu,Dormant ,0,North America,39.8637,-122.0822
wrh,Wiradjuri,Critically Endangered ,3,Australia,-33.72620502,147.0281347
wgu,Wirangu,Awakening ,,Australia,-31.57687017,132.8519652
wiu,Wiru,Vulnerable ,15300,Pacific,-6.43333,144.1333
bcr,Witsuwit'en,Severely Endangered ,434,North America,54.2395,-125.7621
wiy,Wiyot,Awakening ,,North America,40.8333333333,-124.166666667
wog,Wogamusin,Endangered ,368,Pacific,-4.23, 142.40
woc,Wogeo,Threatened ,,Pacific,-3.22, 144.10
wbw,Woi,Threatened ,1800,Southeast Asia,-1.63, 135.48
wyi,Woiwurrung,Awakening ,,Australia,-37.64264501,145.5879962
woe,Woleaian,Threatened ,1630,Pacific,7.33333333333,143.833333333
wmo,Wom,Threatened ,2500,Pacific,-3.53, 142.87
wor,Woria,Critically Endangered ,6,Southeast Asia,-1.5893,137.9127
1ke,Worla,Critically Endangered ,5,Australia,-17.12222176,126.7823205
wro,Worrorra,Dormant ,0,Australia,-15.69549526,124.8442304
wsv,Wotapuri-Katarqalai,Dormant ,0,Near East,34.4166,70.3333
xwt,Wotjobaluk,Awakening ,,Australia,-35.82104542,141.4179142
wtw,Wotu,Threatened ,5000,Southeast Asia,-2.6303,120.888
nuy,Wubuy,Endangered ,300,Australia,-13.870039,135.736922
1kf,Wudjari,Critically Endangered ,,Australia,-33.76168825,122.1094206
wux,Wulna,Critically Endangered ,1,Australia,-12.507736,131.334011
bwn,Wunai Bunu,Threatened ,,East Asia,24.4146,107.8378
wub,Wunambal,Severely Endangered ,20,Australia,-15.00496682,125.5973866
wsi,Wusi,Endangered ,350,Pacific,-15.305522,166.704867
wut,Wutung,Endangered ,610,Pacific,-2.65, 141.10
wuh,Wutunhua,Endangered ,4000,East Asia,35.791,102.4365
"hdn, hax",Xaad Kil (Haida),Critically Endangered ,50,North America,53.4800000, -132.3300000
xkr,Xakriabá,Dormant ,0,South America,-14.5306,-44.0438
xav,Xavante,Vulnerable ,13303,South America,-15.0,-52.5
xer,Xerente,Threatened ,2569,South America,-10.0,-48.1666666667
xet,Xetá,Critically Endangered ,2,South America,-23.2867,-53.3935
acn,Xiandao,Endangered ,40,East Asia,24.9263,98.2414
sjo,Xibe,Vulnerable ,,East Asia,43.6599,81.3427
xiy,Xipaya,Dormant ,Nofullycompetentspeakers,South America,-4.3902,-53.9648
xok,Xokleng,Endangered ,790,South America,-24.5,-50.0
has,X̄enaksialak̓ala / X̄a''islak̓ala (Haisla),Critically Endangered ,80,North America,53.6200000, -128.3700000
muu,Yaaku,Severely Endangered ,,Africa,.4394, 37.1777
yxy,Yabula-Yabula,Awakening ,,Australia,-35.76116312,145.2320913
rys,Yaeyama,Endangered ,Unknownperhapsonlyafewthousand,East Asia,24.342,124.1537
wfg,Yafi,Endangered ,,Southeast Asia,-3.40, 140.90
yag,Yagan,Critically Endangered ,1,South America,-55.0,-68.0
yxg,Yagara,Awakening ,,Australia,-27.87647555,152.4602773
yai,Yaghnobi,Vulnerable ,,Near East,39.0,69.0
yad,Yagua,Threatened ,4297,South America,-3.5,-72.0
rhp,Yahang,Endangered ,1182,Pacific,,
ynu,Yahuna,Dormant ,Ø,South America,0.174089,-70.464358
axk,Yaka,Vulnerable ,,Africa,2.66666666667,16.25
ykk,Yakaikeke,Endangered ,100,Pacific,-10.09, 149.98
ybh,Yakha,Endangered ,14000,South Asia,27.1908,87.3358
sah,Yakut,Vulnerable ,456288,Caucasus;Europe;East Asia,62.3496,
ylr,Yalarnnga,Dormant ,0,Australia,-21.97436706, 139.9133497
nce,Yalë,Endangered ,580,Pacific,-3.80, 141.57
ymb,Yambes,Endangered ,860,Pacific,-3.51, 142.76
yme,Yaméo,Dormant ,0,South America,-4.4449,-73.5644
yaa,Yaminawa,Dormant ,,South America,-8.0,-73.0
ymn,Yamna,Endangered ,560,Southeast Asia,-2.09, 139.21
ybi,Yamphu,Threatened ,1722,South Asia,27.5833333333,87.3333333333
jay,Yan-nhangu,Endangered ,265,Australia,-12.0253188,134.9636469
yda,Yanda,Dormant ,0,Australia,-21.23270508,140.5134756
dym,Yanda Dom,Threatened ,2000,Africa,,
ynd,Yandruwandha,Critically Endangered ,2,Australia,-27.60748622,140.5779752
nny,Yangkaal,Critically Endangered ,1,Australia,-16.906858,137.740956
bsx,Yangkam,Critically Endangered ,400,Africa,9.1048, 9.8904
jng,Yangman,Critically Endangered ,10,Australia,-15.02163749,132.7379726
yng,Yango,Threatened ,3000,Africa,,
kdd,Yankunytjatjara,Critically Endangered ,50,Australia,-27.26048662,131.9855272
wca,Yanomam,Threatened ,4000,South America,2.650011,-63.15385
guu,Yanomamö,Vulnerable ,18234,South America,1.68, -64.88
jao,Yanyuwa,Severely Endangered ,52,Australia,-16.49279406,136.7840759
yaq,Yaqui,Vulnerable ,21000,"North America;Mexico, Central America, Caribbean",27.868742,-110.279364
1js,Yaraldi,Dormant ,0,Australia,-35.5755995, 139.2054327
yrw,Yarawata,Endangered ,130,Pacific,-4.9377,145.4946
yxl,Yardliyawarra,Dormant ,0,Australia,-29.79542818,141.7735309
yry,Yarluyandi,Dormant ,0,Australia,-25.83704896, 139.5843623
yrs,Yarsun,Endangered ,200,Southeast Asia,,
qvn,Yaru Quechua,Vulnerable ,60000,South America,-11.4166666667,-75.75
yae,Yaruro,Threatened ,7400,South America,7.0,-68.0
fun,Yaté,Threatened ,1998,South America,-8.0,-37.5
yyu,Yau,Endangered ,140,Pacific,-6.09554,146.8213
yax,Yauma,Vulnerable ,22200,Africa,,
zpb,Yautepec Zapotec,Endangered ,310,"Mexico, Central America, Caribbean",16.4333,-95.9666
qux,Yauyos Quechua,Critically Endangered ,450,South America,-12.983333,-75.116667
yvt,Yavitero,Dormant ,0,South America,2.800281,-68.084219
mya-yaw,Yaw,Endangered ,10000,Southeast Asia,21.6, 94.8333
yaw,Yawalapití,Critically Endangered ,8,South America,-12.1702,-53.3365
yar,Yawarana,Critically Endangered ,25,South America,5.3863,-66.0058
yww,Yawarrawarrka,Critically Endangered ,1,Australia,-26.49578047, 140.609109
jbw,Yawijibaya,Dormant ,0,Australia,-16.14740026, 123.3986329
ybx,Yawiyo,Severely Endangered ,60,Pacific,-4.45322, 142.0981
"ywr, dyd",Yawuru,Critically Endangered ,5,Australia,-17.91457525, 122.3569459
xya,Yaygir,Dormant ,0,Australia,-29.91558791, 153.2691386
yah,Yazgulyami,Vulnerable ,6000,Near East,38.5,71.5
kpv-yaz,Yazva,Critically Endangered ,,Caucasus;Europe;East Asia,60.72, 55.76
mch,Yekuana,Threatened ,6630,South America,5.5,-65.0
yle,Yele,Threatened ,6000,Pacific,,
ybe,Yellow Uyghur,Threatened ,4600asofChenLei1985,East Asia,39.002, 99.502
ylg,Yelogu,Endangered ,,Pacific,-4.10, 142.81
jnj,Yem,Threatened ,,Africa,7.83333333333, 37.3333333333
yra,Yerakai,Endangered ,390,Pacific,-4.29, 142.95
yev,Yeri,Severely Endangered ,60,Pacific,-3.4667, 142.4500
yrn,Yerong,Endangered ,300,East Asia,23.0732,106.0789
yss,Yessan-Mayo,Endangered ,900,Pacific,-4.16, 142.57
yet,Yetfa-Biksi,Threatened ,1000,Southeast Asia,-4.06, 140.65
yej,Yevanic,Dormant ,,Near East,31.80, 35.11
yey,Yeyi,Severely Endangered ,20000,Africa,-20.0, 23.5
ydg,Yidgha,Threatened ,6000,South Asia,36.0024,71.6006
yii,Yidiny,Severely Endangered ,12,Australia,-17.11594422, 145.7736814
81,Yiiji,Severely Endangered ,50,Australia,,
yll,Yil,Threatened ,2134,Pacific,-3.5, 142.2
,Yilan Creole,Endangered ,,East Asia,24.610, 121.687
yee,Yimas,Endangered ,250,Pacific,-4.66666666667, 143.55
yim,Yimchungru Naga,Vulnerable ,92100,South Asia,25.9629, 94.9713
yij,Yindjibarndi,Severely Endangered ,600,Australia,-22.10432211, 118.0814646
yil,Yindjilandji,Critically Endangered ,1,Australia,-19.206136, 137.392852
yia,Yingkarta,Critically Endangered ,2,Australia,,
ywg,Yinhawangka,Critically Endangered ,,Australia,-23.91785237, 117.5628279
yiy,Yir-Yoront,Severely Endangered ,15,Australia,-15.15400921, 141.7960017
yis,Yis,Endangered ,489,Pacific,-3.5, 141.9
xth,Yitha-Yitha,Dormant ,0,Australia,-33.9470874, 141.5854211
1ky,Yogyakarta Sign Language,Threatened ,1600,Southeast Asia,,
yki,Yoke,Endangered ,200,Southeast Asia,-1.8151,137.8193
yok,Yokuts,Critically Endangered ,10,North America,36.0269,-118.7213
yoi,Yonaguni,Severely Endangered ,1000,East Asia,24.458,122.9802
yon,Yonggom,Threatened ,4000,Southeast Asia;Pacific,-6.43, 141.21
xyy,Yorta Yorta,Awakening ,,Australia,-36.0469555, 144.8188789
jiu,Youle Jinuo,Severely Endangered ,10450,East Asia,22.0,101.0
buh,Younuo Bunu,Threatened ,,East Asia,24.0,107.0
yua,Yucatec,At risk ,706000,"Mexico, Central America, Caribbean",18.78, -88.96
msd,Yucatec Maya Sign Language,Endangered ,,"Mexico, Central America, Caribbean",20.50, -89.00
yuc,Yuchi,Critically Endangered ,7,North America,36.0009,-96.0988
ycn,Yucuna,Endangered ,550,South America,-0.75,-71.0
yuu,Yug,Critically Endangered ,5,Caucasus;Europe;East Asia,61.0,90.0
yub,Yugambal,Critically Endangered ,1,Australia,-29.49940566, 151.6720892
yab,Yuhup,Vulnerable ,400,South America,-.5493,-69.9169
yuq,Yuki,Endangered ,140,South America,-16.2463,-65.0061
yup,Yukpa,Vulnerable ,11173,South America,10.1666666667,-72.75
ybl,Yukuben,Vulnerable ,16000,Africa,6.852805, 9.892777
1kh,Yulparija,Severely Endangered ,,Australia,-20.81469107,124.5495702
yul,Yulu,Threatened ,3000,Africa,,
yuz,Yuracaré,Threatened ,1809,South America,-16.5833333333,-65.25
yur,Yurok,Awakening ,,North America,41.0607,-124.1413
yui,Yurutí,Endangered ,687,South America,1.0,-70.4166666667
1ki,Yuwaalaraay,Critically Endangered ,1,Australia,-29.84291122,149.806501
ztx,Zaachila Zapotec,Endangered ,550,"Mexico, Central America, Caribbean",17.00, -96.82
say,Zaar,Vulnerable ,,Africa,9.756303, 9.555917
zkr,Zakhring,Endangered ,1000,South Asia;East Asia,28.4735,96.4764
zaz-zak,Zakshi,Endangered ,,Africa,9.733333, 9.233333
zna,Zan Gula,Threatened ,5000,Africa,,
zau,Zangskari,Threatened ,5000,South Asia,34.0833,76.85
zah,Zangwal,Endangered ,,Africa,10.229789, 9.730350
zro,Záparo,Critically Endangered ,3,South America,-2.0,-76.3333333333
zaj,Zaramo,Critically Endangered ,Afewelderlyspeakers,Africa,-6.922, 39.2409
zaz,Zari,Dormant ,0,Africa,9.71, 9.40
zal,Zauzou,Endangered ,2100,East Asia,26.1554,99.2944
zwa,Zay,Threatened ,4000,Africa,8.0728, 38.8476
zay,Zaysé-Zergulla,Vulnerable ,17797,Africa,5.91666666667, 37.3333333333
jaj,Zazao,Critically Endangered ,,Pacific,-8.1832,159.2269
zua,Zeem,Dormant ,0,Africa,10.15, 9.266667
